store_id,name,phone,address1,address2,address3,city,district,state,state_code,postcode,country,country_code,latitude,longitude,facilities,alcohol_available,opening_hours
G435,510 Pacific Highway,+61249450224,510 Pacific Highway,,,Belmont,Belmont,New South Wales,NSW,2280,Australia,AU,-33.03426000000000,151.66095000000000,,"Beer, Wine",
G441,30 Pearson Street,+61249137300,30 Pearson Street,,,Charlestown,Charlestown,New South Wales,NSW,2290,Australia,AU,-32.96263000000000,151.69531200000000,,"Beer, Wine",
G454,6 King Street,+61249472310,6 King Street,,,Warners Bay,Warners Bay,New South Wales,NSW,2282,Australia,AU,-32.97528700000000,151.64603100000000,,"Beer, Wine",
G245,97 Sydney Street,+61357810171,97 Sydney Street,,,Kilmore,Kilmore,Victoria,VIC,3764,Australia,AU,-37.28783700000000,144.94856400000000,,"Beer, Wine",
G455,345 Henry Lawson Drive,+61297080321,345 Henry Lawson Drive,,,Bankstown Aerodrome,Bankstown Aerodrome,New South Wales,NSW,2200,Australia,AU,-33.92828556000000,150.98118469000000,,"Beer, Wine",
G456,20 Smidmore Street,+61295165690,20 Smidmore Street,,,Marrickville,Marrickville,New South Wales,NSW,2204,Australia,AU,-33.90642000000000,151.17102000000000,,"Beer, Wine",
G457,171 The Kraal Drive,+61246250705,171 The Kraal Drive,,,Blair Athol,Blair Athol,New South Wales,NSW,2560,Australia,AU,-34.06325000000000,150.80688000000000,,"Beer, Wine",
G458,600 The Kingsway,+61285252500,600 The Kingsway,,,Miranda,Miranda,New South Wales,NSW,2228,Australia,AU,-34.03459000000000,151.10035600000000,,"Beer, Wine",
G459,370 Hamilton Road,+61297573244,370 Hamilton Road,,,Fairfield West,Fairfield West,New South Wales,NSW,2165,Australia,AU,-33.86902000000000,150.92352000000000,,"Beer, Wine",
G465,134 - 136 Crawford Street,+61262996840,134 - 136 Crawford Street,,,Queanbeyan,Queanbeyan,New South Wales,NSW,2620,Australia,AU,-35.34828000000000,149.23127000000000,,"Beer, Wine",
G466,50 - 60 Hardwick Crescent,+61262549523,50 - 60 Hardwick Crescent,,,Holt,Holt,Australian Capital Territory,ACT,2615,Australia,AU,-35.22127640000000,149.01909900000000,,"Beer, Wine",
G467,203 - 233 New South Head Road,+61293262655,203 - 233 New South Head Road,,,Edgecliff,Edgecliff,New South Wales,NSW,2024,Australia,AU,-33.87905767000000,151.23557884000000,,"Beer, Wine",
G468,25 Stewart Street,+61242259862,25 Stewart Street,,,Wollongong,Wollongong,New South Wales,NSW,2521,Australia,AU,-34.42825430000000,150.89842110000000,,"Beer, Wine",
G469,5 Holm Place,+61242976312,5 Holm Place,,,Shellharbour,Shellharbour,New South Wales,NSW,2529,Australia,AU,-34.56291460000000,150.83711190000000,,"Beer, Wine",
G460,2 Villawood Road,+61297246566,2 Villawood Road,,,Villawood,Villawood,New South Wales,NSW,2163,Australia,AU,-33.88201000000000,150.97703000000000,,"Beer, Wine",
G461,20 George Street,+61297461541,20 George Street,,,North Strathfield,North Strathfield,New South Wales,NSW,2137,Australia,AU,-33.86371182684000,151.08798373796000,,"Beer, Wine",
G462,8 - 16 Kinghorne Street,+61244217269,8 - 16 Kinghorne Street,,,Nowra,Nowra,New South Wales,NSW,2541,Australia,AU,-34.87362000000000,150.60354000000000,,"Beer, Wine",
G463,1 Perry Street,+61244727611,1 Perry Street,,,Batemans Bay,Batemans Bay,New South Wales,NSW,2536,Australia,AU,-35.71000000000000,150.17778000000000,,"Beer, Wine",
G464,718 Cabramatta Road,+61297533869,718 Cabramatta Road,,,Bonnyrigg,Bonnyrigg,New South Wales,NSW,2177,Australia,AU,-33.89345940000000,150.89038980000000,,"Beer, Wine",
G488,26 Brierly Street,+61262877412,26 Brierly Street,,,Weston,Weston,Australian Capital Territory,ACT,2611,Australia,AU,-35.34021000000000,149.05255000000000,,"Beer, Wine",
G489,9 - 13 Clinton Lane,+61248235120,9 - 13 Clinton Lane,,,Goulburn,Goulburn,New South Wales,NSW,2580,Australia,AU,-34.75807000000000,149.71618000000000,,"Beer, Wine",
G490,"A1 Cross Street, Park Road",+61295805082,"A1 Cross Street, Park Road",,,Hurstville,Hurstville,New South Wales,NSW,2220,Australia,AU,-33.96671000000000,151.10429000000000,,"Beer, Wine",
G491,82 Hoxton Park Road,+61298228287,82 Hoxton Park Road,,,Liverpool,Liverpool,New South Wales,NSW,2170,Australia,AU,-33.92767000000000,150.90723000000000,,"Beer, Wine",
G492,45 Woodhouse Drive,+61246208299,45 Woodhouse Drive,,,Ambarvale,Ambarvale,New South Wales,NSW,2560,Australia,AU,-34.08618000000000,150.80162000000000,,"Beer, Wine",
G493,12 Tanda Place,+61269311200,12 Tanda Place,,,Glenfield Park,Glenfield Park,New South Wales,NSW,2650,Australia,AU,-35.13725000000000,147.33388000000000,,"Beer, Wine",
G494,61 Victoria Road,+61296052666,61 Victoria Road,,,Macquarie Fields,Macquarie Fields,New South Wales,NSW,2564,Australia,AU,-33.98488000000000,150.89215000000000,,,
G495,18 Hilton Street,+61264553900,18 Hilton Street,,,Cooma,Cooma,New South Wales,NSW,2630,Australia,AU,-36.23077000000000,149.13499000000000,,"Beer, Wine",
G496,181 - 183 Old Hume Highway,+61248712639,181 - 183 Old Hume Highway,,,Mittagong,Mittagong,New South Wales,NSW,2575,Australia,AU,-34.44765000000000,150.43990000000000,,"Beer, Wine",
G483,148 Bunda Street,+61262485700,148 Bunda Street,,,Canberra,Canberra,Australian Capital Territory,ACT,2601,Australia,AU,-35.27906000000000,149.13354000000000,,"Beer, Wine",
G484,707 - 751 Anzac Parade,+61283471550,707 - 751 Anzac Parade,,,Maroubra,Maroubra,New South Wales,NSW,2035,Australia,AU,-33.94124000000000,151.23898000000000,,"Beer, Wine",
G485,509 Old Illawarra Road,+61295321555,509 Old Illawarra Road,,,Menai,Menai,New South Wales,NSW,2234,Australia,AU,-34.01682000000000,151.01157000000000,,"Beer, Wine",
G487,73 Jeffrey Street,+61297875677,73 Jeffrey Street,,,Canterbury,Canterbury,New South Wales,NSW,2193,Australia,AU,-33.91092000000000,151.11977000000000,,"Beer, Wine",
G471,102 - 110 Princess Highway,+61242854788,102 - 110 Princess Highway,,,Fairy Meadow,Fairy Meadow,New South Wales,NSW,2519,Australia,AU,-34.39383000000000,150.89357000000000,,"Beer, Wine",
G472,150-180 Soward Way,+61262933077,150-180 Soward Way,,,Tuggeranong,Tuggeranong,Australian Capital Territory,ACT,2900,Australia,AU,-35.41794000000000,149.06867000000000,,"Beer, Wine",
G473,9 Sidney Nolan Street,+61262848444,9 Sidney Nolan Street,,,Conder,Conder,Australian Capital Territory,ACT,2906,Australia,AU,-35.45715000000000,149.09283000000000,,"Beer, Wine",
G474,6-8 Main Street,+61246475944,6-8 Main Street,,,Mount Annan,Mount Annan,New South Wales,NSW,2567,Australia,AU,-34.04979175941000,150.75730480530000,,"Beer, Wine",
G475,440 - 450 Chapel Road,+61297085052,440 - 450 Chapel Road,,,Bankstown,Bankstown,New South Wales,NSW,2200,Australia,AU,-33.91426000000000,151.03477000000000,,"Beer, Wine",
G512,71 - 91 / Spring Street,+61293897174,71 - 91 / Spring Street,,,Bondi Junction,Bondi Junction,New South Wales,NSW,2022,Australia,AU,-33.89282000000000,151.24874000000000,,"Beer, Wine",
G513,260 A Liverpool Road,+61297160188,260 A Liverpool Road,,,Ashfield,Ashfield,New South Wales,NSW,2131,Australia,AU,-33.88942050000000,151.12414500000000,,"Beer, Wine",
G514,165 - 191 Macquarie Street,+61296016522,165 - 191 Macquarie Street,,,Liverpool,Liverpool,New South Wales,NSW,2170,Australia,AU,-33.92158000000000,150.92328000000000,,"Beer, Wine",
G515,1 Rockdale Plaza Drive,+61295883063,1 Rockdale Plaza Drive,,,Rockdale,Rockdale,New South Wales,NSW,2216,Australia,AU,-33.95773000000000,151.14160000000000,,"Beer, Wine",
G516,19 A Roseby Street,+61291812650,19 A Roseby Street,,,Drummoyne,Drummoyne,New South Wales,NSW,2047,Australia,AU,-33.85563000000000,151.16273000000000,,"Beer, Wine",
G507,1 / G1 Railway Parade,+61295871112,1 / G1 Railway Parade,,,Kogarah,Kogarah,New South Wales,NSW,2217,Australia,AU,-33.96227471691000,151.13296451053000,,"Beer, Wine",
G508,36 Benham Street,+61262910522,36 Benham Street,,,Chisholm,Chisholm,Australian Capital Territory,ACT,2905,Australia,AU,-35.41338000000000,149.12774000000000,,"Beer, Wine",
G509,45 Cowper Street,+61242741448,45 Cowper Street,,,Warrawong,Warrawong,New South Wales,NSW,2502,Australia,AU,-34.48542000000000,150.88748000000000,,,
G510,355 - 357 Waterloo Road,+61296425180,355 - 357 Waterloo Road,,,Chullora,Chullora,New South Wales,NSW,2190,Australia,AU,-33.89299000000000,151.06117000000000,,"Beer, Wine",
G511,753 Hume Highway,+61297231792,753 Hume Highway,,,Bass Hill,Bass Hill,New South Wales,NSW,2197,Australia,AU,-33.89951977108000,150.99330215471000,,"Beer, Wine",
G503,11 Berry Street,+61269211011,11 Berry Street,,,Wagga Wagga,Wagga Wagga,New South Wales,NSW,2650,Australia,AU,-35.11535040200000,147.37290325568000,,"Beer, Wine",
G504,101 / 15 Caldarra Avenue,+61295206100,101 / 15 Caldarra Avenue,,,Engadine,Engadine,New South Wales,NSW,2233,Australia,AU,-34.06556520000000,151.01408340000000,,"Beer, Wine",
G505,14 - 16 Wandella Road,+61295253329,14 - 16 Wandella Road,,,Miranda,Miranda,New South Wales,NSW,2228,Australia,AU,-34.03252000000000,151.09926000000000,,"Beer, Wine",
G506,20 A Danks Street,+61283991464,20 A Danks Street,,,Waterloo,Waterloo,New South Wales,NSW,2017,Australia,AU,-33.89798000000000,151.21241000000000,,"Beer, Wine",
G497,212 - 226 Haldon Street,+61297500918,212 - 226 Haldon Street,,,Lakemba,Lakemba,New South Wales,NSW,2195,Australia,AU,-33.92443000000000,151.07981000000000,,"Beer, Wine",
G498,193 Comur Street,+61262261499,193 Comur Street,,,Yass,Yass,New South Wales,NSW,2582,Australia,AU,-34.84430000000000,148.91315000000000,,"Beer, Wine",
G499,153 - 159 Remembrance Driveway,+61246818810,153 - 159 Remembrance Driveway,,,Tahmoor,Tahmoor,New South Wales,NSW,2573,Australia,AU,-34.22552000000000,150.59198000000000,,"Beer, Wine",
G500,20 Main Street,+61296073369,20 Main Street,,,Carnes Hill,Carnes Hill,New South Wales,NSW,2171,Australia,AU,-33.93942000000000,150.84391000000000,,"Beer, Wine",
G501,10 Ash Avenue,+61242560178,10 Ash Avenue,,,Albion Park,Albion Park,New South Wales,NSW,2527,Australia,AU,-34.57014000000000,150.80123000000000,,"Beer, Wine",
G476,Pembroke Road,+61298247388,Pembroke Road,,,Minto,Minto,New South Wales,NSW,2566,Australia,AU,-34.02800000000000,150.84951000000000,,"Beer, Wine",
G478,23 Boree Street,+61244557182,23 Boree Street,,,Ulladulla,Ulladulla,New South Wales,NSW,2539,Australia,AU,-35.35972000000000,150.47179000000000,,"Beer, Wine",
G479,38 Osborne Street,+61242618077,38 Osborne Street,,,Dapto,Dapto,New South Wales,NSW,2530,Australia,AU,-34.49292000000000,150.79438000000000,,"Beer, Wine",
G480,5-11 Banyette Street,+61248616211,5-11 Banyette Street,,,Bowral,Bowral,New South Wales,NSW,2576,Australia,AU,-34.48184271304000,150.41568344879000,,"Beer, Wine",
G522,1 Acacia Avenue,+61269536370,1 Acacia Avenue,,,Leeton,Leeton,New South Wales,NSW,2705,Australia,AU,-34.55172080000000,146.39765950000000,,,
G523,1952-1982 Camden Valley Way,+61298265413,1952-1982 Camden Valley Way,,,Edmondson Park,Edmondson Park,New South Wales,NSW,2174,Australia,AU,-33.95401380000000,150.85679830000000,,"Beer, Wine",
G524,8 Moona Creek Road,+61244437549,8 Moona Creek Road,,,Vincentia,Vincentia,New South Wales,NSW,2540,Australia,AU,-35.07528770000000,150.65679040000000,,"Beer, Wine",
G525,73 Oxford Street,+61292673320,73 Oxford Street,,,Darlinghurst,Darlinghurst,New South Wales,NSW,2010,Australia,AU,-33.87888233000000,151.21345863000000,,,
G527,43 - 57 Shellharbour Road,+61242972129,43 - 57 Shellharbour Road,,,Warilla,Warilla,New South Wales,NSW,2528,Australia,AU,-34.54688934000000,150.86281210000000,,,
G529,8 - 36 Station Street,+61297244655,8 - 36 Station Street,,,Fairfield,Fairfield,New South Wales,NSW,2165,Australia,AU,-33.86769510000000,150.95270320000000,,"Beer, Wine",
G530,1 Ingham Drive,+61296013699,1 Ingham Drive,,,Casula,Casula,New South Wales,NSW,2170,Australia,AU,-33.94867340000000,150.89959726000000,,"Beer, Wine",
G531,4 - 6 Oakes Road,+61269626855,4 - 6 Oakes Road,,,Griffith,Griffith,New South Wales,NSW,2680,Australia,AU,-34.29684040000000,146.05016140000000,,,
G558,3 / 1 Brady Street,+61299699817,3 / 1 Brady Street,,,Mosman,Mosman,New South Wales,NSW,2088,Australia,AU,-33.82373290000000,151.24055030000000,,"Beer, Wine",
G559,200 Gilchrist Drive,+61246267938,200 Gilchrist Drive,,,Campbelltown,Campbelltown,New South Wales,NSW,2560,Australia,AU,-34.07613943000000,150.79844267000000,,"Beer, Wine",
G560,247 - 253 Belmore Road,+61295842549,247 - 253 Belmore Road,,,Riverwood,Riverwood,New South Wales,NSW,2210,Australia,AU,-33.95228274000000,151.05097550000000,,"Beer, Wine",
G561,304 - 306 Camden Valley Way,+61246310070,304 - 306 Camden Valley Way,,,Narellan,Narellan,New South Wales,NSW,2567,Australia,AU,-34.04227640000000,150.73361580000000,,"Beer, Wine",
G562,580 Princes Highway,+61295424596,580 Princes Highway,,,Kirrawee,Kirrawee,New South Wales,NSW,2232,Australia,AU,-34.03223188000000,151.07285911000000,,"Beer, Wine",
G563,4 Magdalene Terrace,+61295562416,4 Magdalene Terrace,,,Wolli Creek,Wolli Creek,New South Wales,NSW,2205,Australia,AU,-33.93026942539000,151.15240080515000,,"Beer, Wine",
G537,331 - 339 Great Western Highwa,+61296313100,331 - 339 Great Western Highwa,,,Wentworthville,Wentworthville,New South Wales,NSW,2145,Australia,AU,-33.81614000000000,150.96972000000000,,"Beer, Wine",
G538,191 - 201 Pitt Street,+61296379836,191 - 201 Pitt Street,,,Merrylands,Merrylands,New South Wales,NSW,2160,Australia,AU,-33.83438500000000,150.98926600000000,,"Beer, Wine",
G539,280 - 290 Woodville Road,+61296329019,280 - 290 Woodville Road,,,Guildford,Guildford,New South Wales,NSW,2161,Australia,AU,-33.84972000000000,150.99684000000000,,"Beer, Wine",
G541,359 - 363 Victoria Road,+61296845157,359 - 363 Victoria Road,,,Rydalmere,Rydalmere,New South Wales,NSW,2116,Australia,AU,-33.81259000000000,151.04194000000000,,"Beer, Wine",
G532,346 Galston Road,+61296531631,346 Galston Road,,,Galston,Galston,New South Wales,NSW,2159,Australia,AU,-33.65256300000000,151.04646400000000,,"Beer, Wine",
G533,"Cnr Nyarra Road, Pacific Highw",+61294576199,"Cnr Nyarra Road, Pacific Highw",,,Mount Kuring-gai,Mount Kuring-gai,New South Wales,NSW,2080,Australia,AU,-33.65621000000000,151.13409000000000,,"Beer, Wine",
G534,236 Pacific Highway,+61299871440,236 Pacific Highway,,,Hornsby,Hornsby,New South Wales,NSW,2077,Australia,AU,-33.70504000000000,151.09939000000000,,"Beer, Wine",
G535,4/8 Eucalyptus Drive,+61294843329,4/8 Eucalyptus Drive,,,Westleigh,Westleigh,New South Wales,NSW,2120,Australia,AU,-33.71971600000000,151.06894060000000,,"Beer, Wine",
G536,275 - 291 Pennant Hills Road,+61299807782,275 - 291 Pennant Hills Road,,,Thornleigh,Thornleigh,New South Wales,NSW,2120,Australia,AU,-33.73202000000000,151.07990000000000,,"Beer, Wine",
G569,501 Cowpasture Road,+61296070642,501 Cowpasture Road,,,Hoxton Park,Hoxton Park,New South Wales,NSW,2171,Australia,AU,-33.91907298000000,150.85458150000000,,"Beer, Wine",
G570,24 Roselands Avenue,+61291061100,24 Roselands Avenue,,,Roselands,Roselands,New South Wales,NSW,2196,Australia,AU,-33.93599889000000,151.06931810000000,,"Beer, Wine",
G572,76 Edward Street,+61295866100,76 Edward Street,,,Carlton,Carlton,New South Wales,NSW,2218,Australia,AU,-33.97686000000000,151.12433000000000,,"Beer, Wine",
G573,2 Rosenthal Avenue,+61294273768,2 Rosenthal Avenue,,,Lane Cove,Lane Cove,New South Wales,NSW,2066,Australia,AU,-33.81358730000000,151.16881090000000,,"Beer, Wine",
G564,256 - 260 Victoria Avenue,+61294131968,256 - 260 Victoria Avenue,,,Chatswood,Chatswood,New South Wales,NSW,2067,Australia,AU,-33.79481832000000,151.18839310000000,,"Beer, Wine",
G566,5 Emerald Hills Boulevarde,+61296062724,5 Emerald Hills Boulevarde,,,Leppington,Leppington,New South Wales,NSW,2179,Australia,AU,-33.99646941449000,150.79056973118000,,"Beer, Wine",
G567,7 Russell Street,+61242834556,7 Russell Street,,,Corrimal,Corrimal,New South Wales,NSW,2518,Australia,AU,-34.37135337000000,150.89592934000000,,"Beer, Wine",
G568,6 Roberston Road,+61248691059,6 Roberston Road,,,Moss Vale,Moss Vale,New South Wales,NSW,2577,Australia,AU,-34.54619617000000,150.38041949000000,,"Beer, Wine",
G543,1 Rider Boulevarde,+61287573027,1 Rider Boulevarde,,,Rhodes,Rhodes,New South Wales,NSW,2138,Australia,AU,-33.83524332000000,151.08556044000000,,"Beer, Wine",
G544,197/223 Herring Road,+61298051455,197/223 Herring Road,,,Macquarie Park,Macquarie Park,New South Wales,NSW,2113,Australia,AU,-33.77710000000000,151.11800000000000,,"Beer, Wine",
G545,109-129 Blaxland Road,+61298078655,109-129 Blaxland Road,,,Ryde,Ryde,New South Wales,NSW,2112,Australia,AU,-33.81280000000000,151.10602000000000,,"Beer, Wine",
G546,413 - 417 Victoria Road,+61298163702,413 - 417 Victoria Road,,,Gladesville,Gladesville,New South Wales,NSW,2111,Australia,AU,-33.82349000000000,151.12400000000000,,"Beer, Wine",
G547,1 Anderson Street,+61294101800,1 Anderson Street,,,Chatswood,Chatswood,New South Wales,NSW,2067,Australia,AU,-33.79695000000000,151.18357000000000,,"Beer, Wine",
G550,238 - 262 Bunnerong Road,+61296614961,238 - 262 Bunnerong Road,,,Hillsdale,Hillsdale,New South Wales,NSW,2036,Australia,AU,-33.95211375000000,151.23095065000000,,"Beer, Wine",
G552,1024 The Horsely Drive,+61297564182,1024 The Horsely Drive,,,Wetherill Park,Wetherill Park,New South Wales,NSW,2164,Australia,AU,-33.85070844000000,150.90931088000000,,"Beer, Wine",
G553,20 Forest Way,+61294522290,20 Forest Way,,,Frenchs Forest,Frenchs Forest,New South Wales,NSW,2086,Australia,AU,-33.74986120000000,151.22393400000000,,"Beer, Wine",
G574,9 Ferdinand Lane,+61262558945,9 Ferdinand Lane,,,Jerrabomberra,Jerrabomberra,New South Wales,NSW,2619,Australia,AU,-35.38019470000000,149.19686060000000,,"Beer, Wine",
G575,57-59 Queen Street,+61296463187,57-59 Queen Street,,,Auburn,Auburn,New South Wales,NSW,2144,Australia,AU,-33.85015050000000,151.03163300000000,,"Beer, Wine",
G576,185 / S42 Princes Highway,+61244757400,185 / S42 Princes Highway,,,Narooma,Narooma,New South Wales,NSW,2546,Australia,AU,-36.22314000000000,150.12757000000000,,"Beer, Wine",
G577,16D Evans Ave,+61283034900,16D Evans Ave,,,Eastlakes,Eastlakes,New South Wales,NSW,2018,Australia,AU,-33.92439196739000,151.21195400013000,,"Beer, Wine",
G578,54 Narang Road,+61244211400,54 Narang Road,,,Bomaderry,Bomaderry,New South Wales,NSW,2541,Australia,AU,-34.84536000000000,150.59389000000000,,"Beer, Wine",
G240,80 Taylors Road,+61393644577,80 Taylors Road,,,Keilor Downs,Keilor Downs,Victoria,VIC,3038,Australia,AU,-37.72644678642000,144.80658648578000,,"Beer, Wine",
G281,29 - 35 Lake Street,+61383485255,29 - 35 Lake Street,,,Caroline Springs,Caroline Springs,Victoria,VIC,3023,Australia,AU,-37.73150136758000,144.74280476864000,,"Beer, Wine",
G290,218 - 222 Anstruther Street,+61354800784,218 - 222 Anstruther Street,,,Echuca,Echuca,Victoria,VIC,3564,Australia,AU,-36.12567000000000,144.75062000000000,,"Beer, Wine",
G302,318 Bell Street,+61394575891,318 Bell Street,,,Heidelberg West,Heidelberg West,Victoria,VIC,3081,Australia,AU,-37.74873100000000,145.04078900000000,,"Beer, Wine",
G303,"Cnr Kimberly Drive, El Centro",+61397272677,"Cnr Kimberly Drive, El Centro",,,Chirnside Park,Chirnside Park,Victoria,VIC,3116,Australia,AU,-37.75638530134000,145.31193745071000,,"Beer, Wine",
G307,53 Old Princes Highway,+61397074399,53 Old Princes Highway,,,Beaconsfield,Beaconsfield,Victoria,VIC,3807,Australia,AU,-38.04469100000000,145.36801900000000,,,
G308,1009 Burwood Highway,+61397589179,1009 Burwood Highway,,,Ferntree Gully,Ferntree Gully,Victoria,VIC,3156,Australia,AU,-37.88829300000000,145.28916700000000,,"Beer, Wine",
G309,"Cnr Springvale Road, Ferntree",+61395617671,"Cnr Springvale Road, Ferntree",,,Wheelers Hill,Wheelers Hill,Victoria,VIC,3170,Australia,AU,-37.90568300000000,145.16275700000000,,"Beer, Wine",
G310,400 Pound Road,+61397997677,400 Pound Road,,,Hampton Park,Hampton Park,Victoria,VIC,3976,Australia,AU,-38.03451900000000,145.28437500000000,,"Beer, Wine",
G311,25 Main Street,+61394320244,25 Main Street,,,Greensborough,Greensborough,Victoria,VIC,3088,Australia,AU,-37.70289902902000,145.10116528778000,,"Beer, Wine",
G312,15 Dundas Street,+61394800350,15 Dundas Street,,,Preston,Preston,Victoria,VIC,3072,Australia,AU,-37.75218200000000,145.00288400000000,,"Beer, Wine",
G316,391 - 395 Station Street,+61398905027,391 - 395 Station Street,,,Box Hill South,Box Hill South,Victoria,VIC,3128,Australia,AU,-37.82935000000000,145.12092600000000,,"Beer, Wine",
G317,10 - 18 Society Ave,+61397991677,10 - 18 Society Ave,,,Lyndhurst,Lyndhurst,Victoria,VIC,3975,Australia,AU,-38.07803000000000,145.25045600000000,,"Beer, Wine",
G319,34 Elizabeth Street,+61398277041,34 Elizabeth Street,,,South Yarra,South Yarra,Victoria,VIC,3181,Australia,AU,-37.84601800000000,144.99374100000000,,"Beer, Wine",
G320,181 Reynolds Road,+61398429150,181 Reynolds Road,,,Doncaster East,Doncaster East,Victoria,VIC,3109,Australia,AU,-37.76162000000000,145.16936000000000,,"Beer, Wine",
G321,"Cnr Maroondah Highway, New Str",+61398797584,"Cnr Maroondah Highway, New Str",,,Ringwood,Ringwood,Victoria,VIC,3134,Australia,AU,-37.81572100000000,145.22306800000000,,"Beer, Wine",
G323,792 - 806 Heatherton Road,+61395465575,792 - 806 Heatherton Road,,,Springvale South,Springvale South,Victoria,VIC,3172,Australia,AU,-37.96162000000000,145.14381000000000,,"Beer, Wine",
G324,229 Princess Highway,+61387949144,229 Princess Highway,,,Narre Warren South,Narre Warren South,Victoria,VIC,3805,Australia,AU,-38.01769510398000,145.30097619617000,,"Beer, Wine",
G325,493 Frankston-Dandenong Road,+61397825122,493 Frankston-Dandenong Road,,,Carrum Downs,Carrum Downs,Victoria,VIC,3201,Australia,AU,-38.11024858340000,145.16107915019000,,"Beer, Wine",
G326,"Cnr Murray Street, McKenzie St",+61356721300,"Cnr Murray Street, McKenzie St",,,Wonthaggi,Wonthaggi,Victoria,VIC,3995,Australia,AU,-38.60472000000000,145.59305000000000,,"Beer, Wine",
G327,3131 Canterbury Road,+61398773863,3131 Canterbury Road,,,Forest Hill,Forest Hill,Victoria,VIC,3131,Australia,AU,-37.83459200000000,145.16529200000000,,"Beer, Wine",
G328,516 - 520 Station Street,+61397726155,516 - 520 Station Street,,,Carrum,Carrum,Victoria,VIC,3197,Australia,AU,-38.07652000000000,145.12338000000000,,"Beer, Wine",
G329,1313 Point Nepean Road,+61359822966,1313 Point Nepean Road,,,Rosebud,Rosebud,Victoria,VIC,3939,Australia,AU,-38.35932000000000,144.89284000000000,,"Beer, Wine",
G331,33 Hutchinson Street,+61397351755,33 Hutchinson Street,,,Lilydale,Lilydale,Victoria,VIC,3140,Australia,AU,-37.76025000000000,145.34870000000000,,"Beer, Wine",
G332,132 Nicholson Street,+61351531933,132 Nicholson Street,,,Bairnsdale,Bairnsdale,Victoria,VIC,3875,Australia,AU,-37.82549000000000,147.62702000000000,,"Beer, Wine",
G333,141 - 143 Argyle Street,+61351740877,141 - 143 Argyle Street,,,Traralgon,Traralgon,Victoria,VIC,3844,Australia,AU,-38.19201200000000,146.55525700000000,,"Beer, Wine",
G334,974 Heatherton Road,+61397004711,974 Heatherton Road,,,Endeavour Hills,Endeavour Hills,Victoria,VIC,3802,Australia,AU,-37.97539000000000,145.26022000000000,,"Beer, Wine",
G336,10 - 14 High Street,+61397380938,10 - 14 High Street,,,Bayswater,Bayswater,Victoria,VIC,3153,Australia,AU,-37.84307000000000,145.26617000000000,,"Beer, Wine",
G337,1089 - 109 Frankston-Flinders,+61359777506,1089 - 109 Frankston-Flinders,,,Somerville,Somerville,Victoria,VIC,3912,Australia,AU,-38.22496000000000,145.17698000000000,,"Beer, Wine",
G338,14 - 20 Bakewell Street,+61359950322,14 - 20 Bakewell Street,,,Cranbourne,Cranbourne,Victoria,VIC,3977,Australia,AU,-38.11148000000000,145.28421700000000,,"Beer, Wine",
G339,299 - 301 Manningham Road,+61398502666,299 - 301 Manningham Road,,,Templestowe Lower,Templestowe Lower,Victoria,VIC,3107,Australia,AU,-37.77309700000000,145.11196600000000,,"Beer, Wine",
G341,495 Burwood Highway,+61398037040,495 Burwood Highway,,,Vermont South,Vermont South,Victoria,VIC,3133,Australia,AU,-37.85567000000000,145.18242000000000,,"Beer, Wine",
G344,56 Burgundy Street,+61394596068,56 Burgundy Street,,,Heidelberg,Heidelberg,Victoria,VIC,3084,Australia,AU,-37.75602000000000,145.06870000000000,,"Beer, Wine",
G346,12 - 28 Queen Street,+61356221033,12 - 28 Queen Street,,,Warragul,Warragul,Victoria,VIC,3820,Australia,AU,-38.16263651582000,145.92690635737000,,"Beer, Wine",
G347,8 - 10 Bruce Street,+61356620501,8 - 10 Bruce Street,,,Leongatha,Leongatha,Victoria,VIC,3953,Australia,AU,-38.47815001729000,145.94498916429000,,"Beer, Wine",
G349,32 - 36 Main Road,+61397567869,32 - 36 Main Road,,,Monbulk,Monbulk,Victoria,VIC,3793,Australia,AU,-37.87637000000000,145.40899400000000,,"Beer, Wine",
G305,584 - 604 Grimshaw Street,+61394667568,584 - 604 Grimshaw Street,,,Bundoora,Bundoora,Victoria,VIC,3083,Australia,AU,-37.69988800000000,145.05904700000000,,"Beer, Wine",
G345,5 Queen Street,+61359797629,5 Queen Street,,,Hastings,Hastings,Victoria,VIC,3915,Australia,AU,-38.30852700000000,145.18842300000000,,"Beer, Wine",
G482,1 Bowman Street,+61262519288,1 Bowman Street,,,Macquarie,Macquarie,Australian Capital Territory,ACT,2614,Australia,AU,-35.25249000000000,149.07152000000000,,"Beer, Wine",
G502,20 Benjamin Way,+61262511400,20 Benjamin Way,,,Belconnen,Belconnen,Australian Capital Territory,ACT,2617,Australia,AU,-35.23885000000000,149.06619000000000,,"Beer, Wine",
G526,15 Kingsland Parade,+61262416879,15 Kingsland Parade,,,Casey,Casey,Australian Capital Territory,ACT,2913,Australia,AU,-35.17483810000000,149.09534350000000,,"Beer, Wine",
G528,18 - 26 Spitfire Avenue,+61262301499,18 - 26 Spitfire Avenue,,,Majura Park,Majura Park,Australian Capital Territory,ACT,2609,Australia,AU,-35.29931500000000,149.19092500000000,,"Beer, Wine",
G662,33 Hibberson Street,+61262048600,33 Hibberson Street,,,Gungahlin,Gungahlin,Australian Capital Territory,ACT,2912,Australia,AU,-35.18454397704000,149.13359649393000,,"Beer, Wine",
