store_no,name,division,address_line1,address_line2,suburb,state,postcode,latitude,longitude,phone,is_open,distance,gmt_zone,trading_hours
1550,Sydney Metcentre (Metro),SUPERMARKETS,60 Margaret Street,,Sydney,NSW,2000,-33.864935,151.206521,(02) 8565 9236,False,0.32,11:0,Today: Mon: 0600-2000 | Tomorrow: Tue: 0600-2000 | Wednesday: Wed: 0600-2000 | Thursday: Thu: 0600-2000 | Friday: Fri: 0600-2000 | Saturday: Sat: Closed | Sunday: Sun: Closed | Monday: Mon: 0600-2000
1167,Bathurst,SUPERMARKETS,121 Howick Street,,Bathurst,NSW,2795,-33.41738699,149.582546,(02) 6330 8004,False,158.66,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1310,Bathurst City Centre,SUPERMARKETS,210 Howick Street,,Bathurst,NSW,2795,-33.41919,149.5815,(02) 6330 8007,False,158.69,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
28937,Ampol Foodary Goulburn,AMPOL,68-Goldsmith St Cnr Bourke St,,Goulburn,NSW,2580,-34.7505216,149.719228,,True,168.65,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1203,Goulburn,SUPERMARKETS,Cnr Sloane & Verner Street,,Goulburn,NSW,2580,-34.75774184,149.718059,(02) 4824 5000,False,169.2,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
91502,Goulburn,EG,12 Verner Street,,Goulburn,NSW,2580,-34.7583,149.7168,02 8074 0806,False,169.33,11:0,Today: Mon: 0630-2100 | Tomorrow: Tue: 0630-2100 | Wednesday: Wed: 0630-2100 | Thursday: Thu: 0630-2100 | Friday: Fri: 0630-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2000 | Monday: Mon: 0630-2100
91383,Goulburn South,EG,Cnr Hume St & Ducks Lane,,Goulburn South,NSW,2580,-34.7723,149.6905,02 8074 0855,True,172.19,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
24322,Ampol Foodary Muswellbrook,AMPOL,84-86-Maitland Road,,Muswellbrook,NSW,2333,-32.2779325,150.8980933,,False,178.85,11:0,Today: Mon: 0400-2115 | Tomorrow: Tue: 0400-2115 | Wednesday: Wed: 0400-2115 | Thursday: Thu: 0400-2115 | Friday: Fri: 0400-2115 | Saturday: Sat: 0400-2115 | Sunday: Sun: 0400-2115 | Monday: Mon: 0400-2115
1136,Ulladulla,SUPERMARKETS,116 Princes Highway,,Ulladulla,NSW,2539,-35.3596742,150.4732759,(02) 4454 6900,False,179.35,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
91362,Ulladulla,EG,155-157 Princes Highway,,Ulladulla,NSW,2539,-35.3632,150.4727,02 5318 2922,False,179.73,11:0,Today: Mon: 0500-2200 | Tomorrow: Tue: 0500-2200 | Wednesday: Wed: 0500-2200 | Thursday: Thu: 0500-2200 | Friday: Fri: 0500-2200 | Saturday: Sat: 0500-2200 | Sunday: Sun: 0500-2200 | Monday: Mon: 0500-2200
1236,Muswellbrook,SUPERMARKETS,Cnr Brook & Sowerby Street,,Muswellbrook,NSW,2333,-32.262768,150.890717,(02) 6541 7902,False,180.63,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0800-2000 | Monday: Mon: 0700-2100
91565,Scone,EG,Lot 402 New England Highway,,Scone,NSW,2337,-32.0578,150.8708,02 8073 7605,False,203.43,11:0,Today: Mon: 0400-2200 | Tomorrow: Tue: 0400-2200 | Wednesday: Wed: 0400-2200 | Thursday: Thu: 0400-2200 | Friday: Fri: 0400-2200 | Saturday: Sat: 0400-2200 | Sunday: Sun: 0400-2200 | Monday: Mon: 0400-2200
1345,Scone,SUPERMARKETS,35 Main Street,,Scone,NSW,2337,-32.047991,150.868775,(02) 6521 5000,False,204.53,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2100
91732,Orange,EG,357-361 Summer St (Cnr William),,Orange,NSW,2800,-33.2845,149.1053,02 8074 0847,False,205.39,11:0,Today: Mon: 0500-0000 | Tomorrow: Tue: 0500-0000 | Wednesday: Wed: 0500-0000 | Thursday: Thu: 0500-0000 | Friday: Fri: 0500-0000 | Saturday: Sat: 0600-2300 | Sunday: Sun: 0600-2200 | Monday: Mon: 0500-0000
91290,Orange North,EG,1 Hanrahan Place (cnr Leeds Parade),,Orange North,NSW,2800,-33.259,149.1135,02 8073 3944,True,205.61,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1120,Orange,SUPERMARKETS,197-203 Anson Street,,Orange,NSW,2800,-33.28413,149.0979461,(02) 6363 5102,False,206.05,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
22267,Ampol Foodary Mudgee,AMPOL,114-116-Church St,,Mudgee,NSW,2850,-32.594365,149.587979,,False,206.69,11:0,Today: Mon: 0400-2200 | Tomorrow: Tue: 0400-2200 | Wednesday: Wed: 0400-2200 | Thursday: Thu: 0400-2200 | Friday: Fri: 0400-2200 | Saturday: Sat: 0400-2200 | Sunday: Sun: 0400-2200 | Monday: Mon: 0400-2200
1086,Mudgee,SUPERMARKETS,88 Mortimer Street,,Mudgee,NSW,2850,-32.592514,149.587135,(02) 6370 5502,False,206.89,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1313,North Orange,SUPERMARKETS,"Telopea Way, Warratah Park",,North Orange,NSW,2800,-33.253345,149.100915,(02) 6363 5105,False,206.92,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
28077,Ampol Foodary Coolongolook,AMPOL,Pacific Hwy,,Coolongolook,NSW,2423,-32.216463,152.322778,,True,210.62,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
91852,Gloucester,EG,111-115 Church Street,,Gloucester,NSW,2422,-32.0101,151.9581,02 8073 3937,False,217.75,11:0,Today: Mon: 0600-2200 | Tomorrow: Tue: 0600-2200 | Wednesday: Wed: 0600-2200 | Thursday: Thu: 0600-2200 | Friday: Fri: 0600-2200 | Saturday: Sat: 0600-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0600-2200
1680,Gloucester,SUPERMARKETS,111 Church Street,,Gloucester,NSW,2422,-32.009422,151.957955,(02) 6537 2200,False,217.81,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2000 | Monday: Mon: 0700-2100
1177,Forster,SUPERMARKETS,Cnr The Lakes Way And Breese Parade,,Forster,NSW,2428,-32.20190099,152.518677,(02) 6539 8000,False,221.54,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
91510,Forster,EG,16 Breese Parade,,Forster,NSW,2428,-32.2,152.5224,02 8074 0899,False,221.9,11:0,Today: Mon: 0700-2000 | Tomorrow: Tue: 0700-2000 | Wednesday: Wed: 0700-2000 | Thursday: Thu: 0700-2000 | Friday: Fri: 0700-2000 | Saturday: Sat: 0700-2000 | Sunday: Sun: 0700-1900 | Monday: Mon: 0700-2000
1961,Tuncurry,SUPERMARKETS,Cnr Peel and Kent St,,Tuncurry,NSW,2428,-32.1759198,152.4987413,(02) 6539 8003,False,222.96,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
28871,Ampol Foodary Forster,AMPOL,16-18-Lake St Cnr Macintosh St,,Forster,NSW,2428,-32.1830691,152.5162479,,False,223.17,11:0,Today: Mon: 0530-2300 | Tomorrow: Tue: 0530-2300 | Wednesday: Wed: 0530-2300 | Thursday: Thu: 0530-2300 | Friday: Fri: 0530-2300 | Saturday: Sat: 0530-2300 | Sunday: Sun: 0530-2300 | Monday: Mon: 0530-2300
22718,Ampol Foodary Nabiac,AMPOL,3964-Wallanbah Rd Cnr Pacific Hwy,,Nabiac,NSW,2312,-32.0986192,152.375484,,True,224.48,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
25565,Ampol Foodary Batemans Bay,AMPOL,2-Princes Hwy Cnr Kings Hwy,,Batemans Bay,NSW,2536,-35.6999742,150.1830368,,True,224.56,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1173,Batemans Bay,SUPERMARKETS,9-13 Clyde Street,,Batemans Bay,NSW,2536,-35.70457,150.177081,(02) 4478 4004,False,225.25,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2200
91881,Batemans Bay,EG,27 Vesper Street (Cnr Princes Hwy & Guy St),,Batemans Bay,NSW,2536,-35.7122,150.1742,02 5318 2915,True,226.13,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
91503,Cowra,EG,13 Railway Lane,,Cowra,NSW,2794,-33.8363,148.6927,02 5318 2941,False,232.48,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2000 | Monday: Mon: 0700-2100
1268,Cowra,SUPERMARKETS,3-9 Railway Lane,,Cowra,NSW,2794,-33.83558699,148.692248,(02) 6349 8120,False,232.52,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2100
22592,Ampol Foodary Yass Comur St,AMPOL,228-Comur St,,Yass,NSW,2582,-34.844743,148.913748,,False,237.27,11:0,Today: Mon: 0500-2200 | Tomorrow: Tue: 0500-2200 | Wednesday: Wed: 0500-2200 | Thursday: Thu: 0500-2200 | Friday: Fri: 0500-2200 | Saturday: Sat: 0600-2200 | Sunday: Sun: 0700-2100 | Monday: Mon: 0500-2200
1325,Yass,SUPERMARKETS,Cnr Comur & Polding Street,,Yass,NSW,2582,-34.84554599,148.914204,(02) 6118 7000,False,237.27,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2100
28747,Ampol Foodary Yass,AMPOL,1715-Yass Valley Way,,Yass,NSW,2582,-34.806763,148.88211,,True,238.01,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1457,Bonner (Metro),SUPERMARKETS,61 Mabo Boulevard,,Bonner,ACT,2914,-35.16138916,149.138889,(02) 6132 9863,False,238.3,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1279,Gungahlin,SUPERMARKETS,30-33 Hibberson Street,,Gungahlin,ACT,2912,-35.18476133,149.1341604,(02) 6132 9846,False,240.2,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1661,Franklin (Metro),SUPERMARKETS,Cnr Flemington Rd and Nullarbour Ave,,Franklin,ACT,2913,-35.2002735,149.1484928,(02) 6132 9305,False,240.21,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
91560,Gungahlin,EG,18 Gundaroo Drive,,Gungahlin,ACT,2912,-35.1838,149.126,02 5104 2462,True,240.73,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
91543,Canberra Gateway,EG,41 Federal Highway,,Canberra Gateway,ACT,2602,-35.2301,149.1509,02 8073 3938,True,242.07,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
91193,Canberra Airport,EG,Corner Majura Rd and Mustang Avenue,,Canberra Airport,ACT,2609,-35.2946,149.1898,02 9054 0493,False,243.87,11:0,Today: Mon: 0500-0000 | Tomorrow: Tue: 0500-0000 | Wednesday: Wed: 0500-0000 | Thursday: Thu: 0500-0000 | Friday: Fri: 0500-0000 | Saturday: Sat: 0500-0000 | Sunday: Sun: 0500-0000 | Monday: Mon: 0500-0000
22174,Ampol Foodary Taree,AMPOL,Cnr Manning River Dr & Glenthorne,,Taree South,NSW,2430,-31.943303,152.471258,,True,243.97,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1419,Canberra Airport,SUPERMARKETS,18-26 Spitfire Avenue,,Majura,ACT,2609,-35.29835231,149.1908188,(02) 6132 9860,False,244.06,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2100
28176,Ampol Foodary Queanbeyan Bungendore Rd,AMPOL,84-Bungendore Rd,,Queanbeyan,NSW,2620,-35.34927,149.24381,,False,244.16,11:0,Today: Mon: 0430-2359 | Tomorrow: Tue: 0430-2359 | Wednesday: Wed: 0430-2359 | Thursday: Thu: 0430-2359 | Friday: Fri: 0430-2359 | Saturday: Sat: 0500-2359 | Sunday: Sun: 0500-2359 | Monday: Mon: 0430-2359
1073,Dickson,SUPERMARKETS,1 Dickson Place,,Dickson,ACT,2602,-35.24978706,149.1390028,(02) 6132 9810,False,244.28,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
22723,Ampol Foodary Nicholls,AMPOL,Curran Dr Cnr O'hanlon Pl,,Nicholls,ACT,2913,-35.1894287,149.0815598,,False,244.34,11:0,Today: Mon: 0500-2300 | Tomorrow: Tue: 0500-2300 | Wednesday: Wed: 0500-2300 | Thursday: Thu: 0500-2300 | Friday: Fri: 0500-2300 | Saturday: Sat: 0500-2300 | Sunday: Sun: 0500-2300 | Monday: Mon: 0500-2300
91566,Dickson,EG,1 Cape Street,,Dickson,ACT,2602,-35.251,149.1372,02 8073 3966,True,244.49,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1080,Queanbeyan,SUPERMARKETS,Cnr Crawford & Antill Street,,Queanbeyan,NSW,2620,-35.3496932,149.233583,(02) 6132 9813,False,244.88,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
91520,Queanbeyan,EG,196 Crawford Street,,Queanbeyan,NSW,2620,-35.3516,149.2335,02 8073 3989,False,245.03,11:0,Today: Mon: 0500-2200 | Tomorrow: Tue: 0500-2200 | Wednesday: Wed: 0500-2200 | Thursday: Thu: 0500-2200 | Friday: Fri: 0500-2200 | Saturday: Sat: 0600-2200 | Sunday: Sun: 0600-2200 | Monday: Mon: 0500-2200
20006,Ampol Foodary Canberra Airport (Pialligo),AMPOL,1\/3-Rogan St,,Canberra Airport,ACT,2609,-35.309492,149.187972,,False,245.06,11:0,Today: Mon: 0500-2300 | Tomorrow: Tue: 0500-2300 | Wednesday: Wed: 0500-2300 | Thursday: Thu: 0500-2300 | Friday: Fri: 0500-2300 | Saturday: Sat: 0600-2000 | Sunday: Sun: 0600-2000 | Monday: Mon: 0500-2300
22763,Ampol Foodary Kaleen,AMPOL,275-Maribyrnong Ave,,Kaleen,ACT,2617,-35.2337831,149.1038843,,False,245.69,11:0,Today: Mon: 0600-2200 | Tomorrow: Tue: 0600-2200 | Wednesday: Wed: 0600-2200 | Thursday: Thu: 0600-2200 | Friday: Fri: 0600-2200 | Saturday: Sat: 0600-2200 | Sunday: Sun: 0600-2200 | Monday: Mon: 0600-2200
22721,Ampol Foodary Braddon,AMPOL,36-Lonsdale St,,Braddon,ACT,2612,-35.2710315,149.1334298,,True,246.15,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1205,Taree,SUPERMARKETS,60 Manning Street,,Taree,NSW,2430,-31.911251,152.459589,(02) 5594 6202,False,246.59,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2100
91820,Taree,EG,70-76 Manning Street (Cnr Wynter St),,Taree,NSW,2430,-31.9099,152.4589,02 6515 2115,False,246.69,11:0,Today: Mon: 0600-2100 | Tomorrow: Tue: 0600-2100 | Wednesday: Wed: 0600-2100 | Thursday: Thu: 0600-2100 | Friday: Fri: 0600-2100 | Saturday: Sat: 0700-2000 | Sunday: Sun: 0700-2000 | Monday: Mon: 0600-2100
28662,Ampol Foodary Wingham,AMPOL,Isabella St Cnr Primrose St,,Wingham,NSW,2429,-31.868324,152.37155,,False,247.1,11:0,Today: Mon: 0600-2100 | Tomorrow: Tue: 0600-2100 | Wednesday: Wed: 0600-2100 | Thursday: Thu: 0600-2100 | Friday: Fri: 0600-2100 | Saturday: Sat: 0600-2000 | Sunday: Sun: 0600-2000 | Monday: Mon: 0600-2100
28661,Ampol Foodary Queanbeyan Lanyon Dve,AMPOL,Lanyon Dve Cnr Mccrae St,,Queanbeyan,NSW,2620,-35.363719,149.206844,,False,247.73,11:0,Today: Mon: 0500-2300 | Tomorrow: Tue: 0500-2300 | Wednesday: Wed: 0500-2300 | Thursday: Thu: 0500-2300 | Friday: Fri: 0500-2300 | Saturday: Sat: 0500-2300 | Sunday: Sun: 0500-2300 | Monday: Mon: 0500-2300
1385,Cameron Avenue Metro,SUPERMARKETS,"1/ 6 Grazier Ln, Belconnen",,Belconnen,NSW,2617,-35.2401928,149.071422,(02) 6132 9326,False,248.46,11:0,Today: Mon: 0700-2130 | Tomorrow: Tue: 0700-2130 | Wednesday: Wed: 0700-2130 | Thursday: Thu: 0700-2130 | Friday: Fri: 0700-2130 | Saturday: Sat: 0700-2130 | Sunday: Sun: 0800-2130 | Monday: Mon: 0700-2130
1139,Belconnen,SUPERMARKETS,18 Benjamin Way,,Belconnen,ACT,2617,-35.2386596,149.0652762,(02) 6132 9825,False,248.81,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1358,Charnwood,SUPERMARKETS,Charnwood Place,,Charnwood,ACT,2615,-35.20484943,149.0332289,(02) 6132 9852,False,248.89,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
91790,Belconnen,EG,4 Luxton St (Cnr Coulter St),,Belconnen,ACT,2617,-35.2364,149.0591,02 8073 3987,True,249.1,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1343,Dunlop,SUPERMARKETS,Cnr Snowbridge Circuit & Lance Hill Ave,,Dunlop,ACT,2615,-35.1944281,149.0194181,(02) 6132 9849,False,249.23,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0800-2100 | Sunday: Sun: 0800-2100 | Monday: Mon: 0700-2100
91690,Jerrabomberra,EG,10 Limestone Drive,,Jerrabomberra,NSW,2619,-35.3808,149.2001,02 8073 3960,False,249.45,11:0,Today: Mon: 0500-2200 | Tomorrow: Tue: 0500-2200 | Wednesday: Wed: 0500-2200 | Thursday: Thu: 0500-2200 | Friday: Fri: 0500-2200 | Saturday: Sat: 0600-2200 | Sunday: Sun: 0700-2100 | Monday: Mon: 0500-2200
1407,Jerrabomberra,SUPERMARKETS,2 Limestone Drive,,Jerrabomberra,NSW,2619,-35.381278,149.200438,(02) 6132 9855,False,249.46,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1389,Moruya,SUPERMARKETS,61-63 Queen Street,,Moruya,NSW,2537,-35.910634,150.081635,(02) 4474 8900,False,249.66,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2100
28081,Ampol Foodary Dawson River,AMPOL,1-Manning River Drive,,Cundletown,NSW,2430,-31.892971,152.506439,,False,250.47,11:0,Today: Mon: 0500-2100 | Tomorrow: Tue: 0500-2100 | Wednesday: Wed: 0500-2100 | Thursday: Thu: 0500-2100 | Friday: Fri: 0500-2100 | Saturday: Sat: 0600-2100 | Sunday: Sun: 0600-2000 | Monday: Mon: 0500-2100
91797,Moruya,EG,2808 Princes Hwy,,Moruya,NSW,2537,-35.9197,150.0837,02 8073 3991,False,250.5,11:0,Today: Mon: 0600-2100 | Tomorrow: Tue: 0600-2100 | Wednesday: Wed: 0600-2100 | Thursday: Thu: 0600-2100 | Friday: Fri: 0600-2100 | Saturday: Sat: 0600-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0600-2100
1089,Hawker (Metro),SUPERMARKETS,Springvale Drive,,Hawker,ACT,2614,-35.24337262,149.0441686,(02) 6132 9302,False,250.65,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
